task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
5	4c/b6b80b	13158065	extend_and_annotate_summits (5)	CACHED	0	2021-09-14 15:20:36.355	14.2s	3.7s	59.9%	58.3 MB	79.8 MB	22 MB	24.9 MB
1	ef/c565b7	13158067	extend_and_annotate_summits (1)	CACHED	0	2021-09-14 15:20:36.417	24.2s	3.2s	63.7%	4.7 MB	28.3 MB	20.5 MB	23.1 MB
6	4c/c2d59d	13158068	extend_and_annotate_summits (6)	CACHED	0	2021-09-14 15:20:36.440	29.1s	3.4s	64.1%	7.2 MB	28.3 MB	22 MB	25.2 MB
4	fe/a33557	13158069	extend_and_annotate_summits (4)	CACHED	0	2021-09-14 15:20:36.460	34.1s	3.5s	63.3%	4.6 MB	28.3 MB	22 MB	24.7 MB
2	be/6c1f32	13158070	extend_and_annotate_summits (3)	CACHED	0	2021-09-14 15:20:36.480	39.1s	3.2s	63.7%	4.7 MB	28.3 MB	20.5 MB	23.5 MB
3	e9/8b79b5	13158066	extend_and_annotate_summits (2)	CACHED	0	2021-09-14 15:20:36.389	19.2s	3.2s	62.7%	4.7 MB	28.3 MB	20.5 MB	23.2 MB
9	c1/b11065	13158074	module_linked_summits (2)	CACHED	0	2021-09-14 15:20:55.616	1m 10s	34.8s	73.0%	793.5 MB	1.1 GB	51.8 MB	2.3 MB
7	e5/689d72	13158075	module_linked_summits (3)	CACHED	0	2021-09-14 15:21:00.614	1m 5s	34.4s	73.4%	955.2 MB	1.3 GB	51.6 MB	2.3 MB
8	45/848727	13158080	module_linked_summits (6)	CACHED	0	2021-09-14 15:21:15.624	1m 10s	34.2s	73.1%	811.5 MB	1.1 GB	52 MB	2.3 MB
10	b2/3d9176	13158077	module_linked_summits (4)	CACHED	0	2021-09-14 15:21:05.621	1m 5s	32.6s	74.7%	612.7 MB	969.1 MB	53 MB	2.4 MB
12	3f/72411f	13158078	module_linked_summits (5)	CACHED	0	2021-09-14 15:21:10.622	1m 10s	36s	73.6%	746.7 MB	1.1 GB	52.5 MB	2.4 MB
11	d9/e59a5a	13158072	module_linked_summits (1)	CACHED	0	2021-09-14 15:20:50.648	59.9s	35.2s	72.3%	786.1 MB	1.1 GB	52.7 MB	2.4 MB
13	f0/444c62	13159152	ame_run_shuffle (973)	CACHED	0	2021-09-14 15:29:50.708	39.9s	25.4s	68.7%	15.8 MB	340.9 MB	1.5 MB	2.1 MB
31	ba/a97942	13159170	ame_run_shuffle (991)	CACHED	0	2021-09-14 15:29:55.681	34.9s	13.9s	67.6%	14.5 MB	340.9 MB	1.4 MB	1 MB
22	40/7f8a7a	13159161	ame_run_shuffle (982)	CACHED	0	2021-09-14 15:29:50.825	59.8s	36.3s	75.1%	16.6 MB	340.9 MB	1.7 MB	3.7 MB
16	ea/3e00bd	13159155	ame_run_shuffle (976)	CACHED	0	2021-09-14 15:29:50.742	19.9s	327ms	21.8%	0	0	645.1 KB	372.2 KB
41	b0/6cc8a2	13159180	ame_run_shuffle (1002)	CACHED	0	2021-09-14 15:30:00.691	24.9s	228ms	17.0%	0	0	504.6 KB	301 KB
38	c8/c24df2	13159178	ame_run_shuffle (1000)	CACHED	0	2021-09-14 15:30:00.615	35s	12.9s	68.2%	14.6 MB	340.9 MB	1.4 MB	891.5 KB
39	36/24c19f	13159177	ame_run_shuffle (999)	CACHED	0	2021-09-14 15:29:55.774	34.8s	8s	68.8%	13.7 MB	340.9 MB	1.1 MB	468.8 KB
34	68/f4eed2	13159174	ame_run_shuffle (995)	CACHED	0	2021-09-14 15:29:55.738	24.9s	217ms	21.6%	0	0	514.3 KB	325 KB
35	16/564c7a	13159176	ame_run_shuffle (998)	CACHED	0	2021-09-14 15:29:55.763	34.9s	9.3s	66.0%	13.5 MB	340.8 MB	997.1 KB	761.1 KB
29	65/93b241	13159168	ame_run_shuffle (989)	CACHED	0	2021-09-14 15:29:55.653	45s	25.3s	68.6%	15.5 MB	340.8 MB	1.2 MB	1.7 MB
20	5d/f3e75d	13159159	ame_run_shuffle (980)	CACHED	0	2021-09-14 15:29:50.795	34.8s	15.4s	69.8%	14.7 MB	340.8 MB	1.1 MB	1.1 MB
45	b5/51c09e	13159182	ame_run_shuffle (1004)	CACHED	0	2021-09-14 15:30:00.716	24.9s	237ms	16.4%	0	0	504.8 KB	309 KB
28	99/80b40b	13159166	ame_run_shuffle (988)	CACHED	0	2021-09-14 15:29:55.624	1m 15s	53.5s	79.3%	19.1 MB	340.8 MB	1.8 MB	5.5 MB
40	18/8b1d12	13159179	ame_run_shuffle (1001)	CACHED	0	2021-09-14 15:30:00.627	25s	248ms	22.8%	0	0	504.8 KB	306.9 KB
15	38/80c2c4	13159154	ame_run_shuffle (975)	CACHED	0	2021-09-14 15:29:50.731	19.9s	322ms	23.5%	0	0	645.1 KB	380 KB
42	66/2f83b5	13159171	ame_run_shuffle (992)	CACHED	0	2021-09-14 15:29:55.693	24.9s	227ms	21.3%	0	0	514.3 KB	309.9 KB
44	52/1a2a7a	13159183	ame_run_shuffle (1005)	CACHED	0	2021-09-14 15:30:00.729	24.9s	2.4s	62.7%	11.6 MB	340.8 MB	672.1 KB	512.6 KB
48	55/937492	13159186	ame_run_shuffle (1008)	CACHED	0	2021-09-14 15:30:00.766	34.9s	7.8s	68.6%	13.6 MB	340.9 MB	1.1 MB	483.8 KB
49	9b/41131e	13159187	ame_run_shuffle (1009)	CACHED	0	2021-09-14 15:30:00.787	39.8s	15.1s	69.8%	14.9 MB	340.9 MB	1.4 MB	1.6 MB
47	4f/cdfd7b	13159185	ame_run_shuffle (1007)	CACHED	0	2021-09-14 15:30:00.756	34.9s	9.1s	66.1%	13.5 MB	340.8 MB	987.6 KB	522.1 KB
51	5a/9c063f	13159189	ame_run_shuffle (1011)	CACHED	0	2021-09-14 15:30:00.811	24.8s	195ms	19.2%	0	0	474.6 KB	301.3 KB
37	2e/e45d64	13159175	ame_run_shuffle (997)	CACHED	0	2021-09-14 15:29:55.752	49.9s	21.3s	69.1%	17.1 MB	340.8 MB	1.5 MB	1.2 MB
23	de/5025f5	13159162	ame_run_shuffle (983)	CACHED	0	2021-09-14 15:29:50.835	24.8s	432ms	27.3%	0	0	789.8 KB	421.7 KB
52	fb/4dc52d	13159190	ame_run_shuffle (1012)	CACHED	0	2021-09-14 15:30:00.822	24.8s	220ms	13.1%	0	0	474.6 KB	292.1 KB
14	fb/3d2839	13159153	ame_run_shuffle (974)	CACHED	0	2021-09-14 15:29:50.720	14.9s	323ms	23.4%	0	0	645.3 KB	368 KB
30	30/092191	13159169	ame_run_shuffle (990)	CACHED	0	2021-09-14 15:29:55.669	39.9s	19.4s	68.2%	15.6 MB	340.9 MB	1.4 MB	1.6 MB
17	a9/a7714a	13159156	ame_run_shuffle (977)	CACHED	0	2021-09-14 15:29:50.753	19.9s	347ms	23.5%	0	0	645.3 KB	395.6 KB
26	d4/dea6b5	13159164	ame_run_shuffle (986)	CACHED	0	2021-09-14 15:29:50.860	24.8s	437ms	27.2%	0	0	789.8 KB	421.2 KB
46	db/383d22	13159184	ame_run_shuffle (1006)	CACHED	0	2021-09-14 15:30:00.743	34.9s	12.6s	71.4%	17.5 MB	340.8 MB	1.5 MB	981.3 KB
25	db/f80087	13159081	ame_run_shuffle (985)	CACHED	0	2021-09-14 15:29:35.639	10s	417ms	25.2%	0	0	789.5 KB	418.4 KB
21	e6/5dae7c	13159160	ame_run_shuffle (981)	CACHED	0	2021-09-14 15:29:50.814	29.8s	12.6s	68.9%	14.7 MB	340.9 MB	1.3 MB	1 MB
50	b1/edf314	13159188	ame_run_shuffle (1010)	CACHED	0	2021-09-14 15:30:00.799	24.8s	220ms	17.6%	0	0	474.8 KB	294.1 KB
36	ce/ab1361	13159092	ame_run_shuffle (996)	CACHED	0	2021-09-14 15:29:35.843	14.8s	2s	60.8%	12.2 MB	340.8 MB	681.7 KB	512.6 KB
27	f5/a9e0c6	13159165	ame_run_shuffle (987)	CACHED	0	2021-09-14 15:29:50.872	29.7s	7.2s	65.2%	13.7 MB	340.8 MB	957.1 KB	1.5 MB
32	67/8529de	13159172	ame_run_shuffle (993)	CACHED	0	2021-09-14 15:29:55.709	24.9s	233ms	19.8%	0	0	514.1 KB	305.3 KB
43	37/070a1e	13159181	ame_run_shuffle (1003)	CACHED	0	2021-09-14 15:30:00.703	24.9s	169ms	9.3%	0	0	504.6 KB	302.9 KB
18	01/063d21	13159157	ame_run_shuffle (978)	CACHED	0	2021-09-14 15:29:50.771	24.8s	4.7s	64.3%	13 MB	340.8 MB	812.6 KB	1012 KB
33	3a/d1d123	13159173	ame_run_shuffle (994)	CACHED	0	2021-09-14 15:29:55.724	24.9s	239ms	16.5%	0	0	514.1 KB	305.4 KB
19	b6/7245c7	13159158	ame_run_shuffle (979)	CACHED	0	2021-09-14 15:29:50.783	54.8s	38.8s	75.7%	18.5 MB	340.8 MB	1.6 MB	2.9 MB
24	10/0d07ab	13159163	ame_run_shuffle (984)	CACHED	0	2021-09-14 15:29:50.847	24.8s	410ms	25.3%	0	0	789.5 KB	444.9 KB
66	41/97e26c	13159208	ame_run_shuffle (1030)	CACHED	0	2021-09-14 15:30:10.652	20s	256ms	19.4%	0	0	527.3 KB	310.1 KB
59	b0/5a3700	13159197	ame_run_shuffle (1020)	CACHED	0	2021-09-14 15:30:05.690	24.9s	240ms	16.6%	0	0	511.8 KB	305.7 KB
56	eb/131dfb	13159194	ame_run_shuffle (1017)	CACHED	0	2021-09-14 15:30:05.655	30s	9.7s	66.6%	14 MB	340.9 MB	1.1 MB	1.3 MB
63	8b/0366d3	13159203	ame_run_shuffle (1026)	CACHED	0	2021-09-14 15:30:05.765	34.9s	8s	68.3%	13.7 MB	340.9 MB	1.1 MB	598.5 KB
68	da/18e7e8	13159202	ame_run_shuffle (1025)	CACHED	0	2021-09-14 15:30:05.753	34.9s	8.2s	68.2%	13.5 MB	340.8 MB	994.8 KB	748.9 KB
53	8e/36ac45	13159191	ame_run_shuffle (1013)	CACHED	0	2021-09-14 15:30:05.621	20s	216ms	20.3%	0	0	474.8 KB	293 KB
70	ff/4c39e1	13159192	ame_run_shuffle (1014)	CACHED	0	2021-09-14 15:30:05.632	25s	2.3s	65.1%	11.9 MB	340.8 MB	642.1 KB	733.1 KB
57	66/497df8	13159195	ame_run_shuffle (1018)	CACHED	0	2021-09-14 15:30:05.667	34.9s	13.3s	69.3%	14.6 MB	340.9 MB	1.4 MB	1.2 MB
60	84/c63b46	13159199	ame_run_shuffle (1022)	CACHED	0	2021-09-14 15:30:05.713	24.9s	270ms	14.6%	0	0	512 KB	318.8 KB
62	38/feb553	13159201	ame_run_shuffle (1024)	CACHED	0	2021-09-14 15:30:05.742	44.9s	22.9s	69.5%	17.4 MB	340.8 MB	1.5 MB	1.2 MB
61	d9/d17e53	13159200	ame_run_shuffle (1023)	CACHED	0	2021-09-14 15:30:05.725	24.9s	2.5s	64.2%	11.8 MB	340.8 MB	679.4 KB	734.7 KB
69	41/10edd5	13159205	ame_run_shuffle (1027)	CACHED	0	2021-09-14 15:30:10.617	35s	14.6s	67.4%	14.8 MB	340.9 MB	1.4 MB	802.1 KB
73	3c/5168f4	13159216	ame_run_shuffle (1038)	CACHED	0	2021-09-14 15:30:15.697	19.9s	274ms	19.1%	0	0	499.4 KB	314 KB
75	f4/280606	13159220	ame_run_shuffle (1041)	CACHED	0	2021-09-14 15:30:20.619	20s	3.8s	61.1%	12.2 MB	340.8 MB	666.9 KB	692.5 KB
74	f0/8c6481	13159218	ame_run_shuffle (1040)	CACHED	0	2021-09-14 15:30:15.724	19.9s	228ms	19.9%	0	0	499.6 KB	303.3 KB
71	77/97d114	13159212	ame_run_shuffle (1034)	CACHED	0	2021-09-14 15:30:15.641	25s	8.1s	68.6%	13.8 MB	340.8 MB	1010.3 KB	488.9 KB
55	7a/b699ba	13159193	ame_run_shuffle (1016)	CACHED	0	2021-09-14 15:30:05.643	35s	10.7s	68.1%	14.3 MB	340.8 MB	957.6 KB	848.7 KB
76	c0/5d39ec	13159217	ame_run_shuffle (1039)	CACHED	0	2021-09-14 15:30:15.710	19.9s	270ms	20.2%	0	0	499.4 KB	302.1 KB
67	d2/ef6c26	13159198	ame_run_shuffle (1021)	CACHED	0	2021-09-14 15:30:05.702	24.9s	221ms	17.0%	0	0	511.8 KB	331.6 KB
81	c1/87779c	13159225	ame_run_shuffle (1045)	CACHED	0	2021-09-14 15:30:20.694	34.9s	17.6s	68.4%	14.8 MB	340.9 MB	1.4 MB	1001.2 KB
77	9c/eb09fa	13159221	ame_run_shuffle (1042)	CACHED	0	2021-09-14 15:30:20.635	45s	29s	70.4%	18.2 MB	340.8 MB	1.5 MB	2.1 MB
78	b4/9849bd	13159223	ame_run_shuffle (1043)	CACHED	0	2021-09-14 15:30:20.664	25s	12.5s	68.3%	14.2 MB	340.8 MB	982.4 KB	963.2 KB
93	d5/d25f41	13159150	ame_run_shuffle (1053)	CACHED	0	2021-09-14 15:29:50.684	24.9s	10.1s	66.7%	14.2 MB	340.9 MB	1.1 MB	450.1 KB
65	b1/429004	13159207	ame_run_shuffle (1029)	CACHED	0	2021-09-14 15:30:10.639	20s	198ms	14.4%	0	0	527.3 KB	311.4 KB
80	7f/89c1e6	13159224	ame_run_shuffle (1044)	CACHED	0	2021-09-14 15:30:20.679	25s	11s	67.9%	14.1 MB	340.9 MB	1.1 MB	459.7 KB
90	45/ad1d0c	13159209	ame_run_shuffle (1031)	CACHED	0	2021-09-14 15:30:10.665	20s	249ms	19.7%	0	0	527.5 KB	313.1 KB
91	58/41e59b	13159211	ame_run_shuffle (1033)	CACHED	0	2021-09-14 15:30:15.630	40s	25.2s	68.7%	17.7 MB	340.8 MB	1.5 MB	941.1 KB
79	ec/98b916	13159214	ame_run_shuffle (1036)	CACHED	0	2021-09-14 15:30:15.668	39.9s	20.5s	68.7%	15 MB	340.9 MB	1.4 MB	1.1 MB
54	2a/6f4f52	13159111	ame_run_shuffle (1015)	CACHED	0	2021-09-14 15:29:40.795	39.8s	25.8s	68.9%	17.7 MB	340.8 MB	1.5 MB	2.1 MB
72	10/467d4e	13159215	ame_run_shuffle (1037)	CACHED	0	2021-09-14 15:30:15.684	19.9s	249ms	21.1%	0	0	499.6 KB	299.2 KB
58	3e/215a99	13159196	ame_run_shuffle (1019)	CACHED	0	2021-09-14 15:30:05.679	24.9s	228ms	18.0%	0	0	512 KB	310.1 KB
92	77/27a982	13159234	ame_run_shuffle (1052)	CACHED	0	2021-09-14 15:30:25.663	25s	9.8s	68.9%	13.9 MB	340.8 MB	966.4 KB	590.7 KB
64	7b/dd7554	13159206	ame_run_shuffle (1028)	CACHED	0	2021-09-14 15:30:10.629	20s	234ms	18.8%	0	0	527.5 KB	313.4 KB
86	f0/dfe5b9	13159213	ame_run_shuffle (1035)	CACHED	0	2021-09-14 15:30:15.656	25s	7.9s	68.9%	14.2 MB	340.9 MB	1.1 MB	453.1 KB
85	83/abfd47	13159210	ame_run_shuffle (1032)	CACHED	0	2021-09-14 15:30:15.617	20s	2.3s	65.0%	12.4 MB	340.8 MB	694.8 KB	632.5 KB
95	ec/8e0120	13159237	ame_run_shuffle (1056)	CACHED	0	2021-09-14 15:30:25.699	14.9s	210ms	14.7%	0	0	475.7 KB	289.6 KB
83	f3/bacdad	13159227	ame_run_shuffle (1047)	CACHED	0	2021-09-14 15:30:20.722	14.9s	213ms	17.8%	0	0	483.4 KB	303.8 KB
82	eb/388974	13159226	ame_run_shuffle (1046)	CACHED	0	2021-09-14 15:30:20.709	14.9s	216ms	18.9%	0	0	483.6 KB	293.1 KB
88	e4/c7dc9f	13159231	ame_run_shuffle (1050)	CACHED	0	2021-09-14 15:30:25.627	15s	1.8s	63.8%	12.1 MB	340.8 MB	650.9 KB	509.3 KB
104	45/85dba1	13159247	ame_run_shuffle (1065)	CACHED	0	2021-09-14 15:30:30.628	15s	189ms	16.0%	0	0	451.9 KB	287.5 KB
103	10/211d91	13159245	ame_run_shuffle (1063)	CACHED	0	2021-09-14 15:30:25.792	29.8s	13.3s	69.2%	14.4 MB	340.9 MB	1.4 MB	552.7 KB
84	47/c9808c	13159229	ame_run_shuffle (1048)	CACHED	0	2021-09-14 15:30:20.746	19.9s	225ms	20.4%	0	0	483.4 KB	296.7 KB
98	c6/acefe4	13159242	ame_run_shuffle (1060)	CACHED	0	2021-09-14 15:30:25.757	39.9s	23.8s	69.7%	18 MB	340.8 MB	1.5 MB	1.5 MB
96	33/bb9cbc	13159238	ame_run_shuffle (1057)	CACHED	0	2021-09-14 15:30:25.711	14.9s	224ms	16.9%	0	0	475.7 KB	313 KB
94	16/6afb0c	13159235	ame_run_shuffle (1054)	CACHED	0	2021-09-14 15:30:25.675	29.9s	16.1s	69.0%	15.2 MB	340.9 MB	1.4 MB	1.1 MB
112	0b/cc70ab	13159250	ame_run_shuffle (1068)	CACHED	0	2021-09-14 15:30:30.661	15s	2.1s	61.1%	11.7 MB	340.8 MB	619.5 KB	469.5 KB
87	9b/8c3ec5	13159230	ame_run_shuffle (1049)	CACHED	0	2021-09-14 15:30:25.616	15s	242ms	14.0%	0	0	483.6 KB	294.7 KB
102	5a/57413d	13159244	ame_run_shuffle (1062)	CACHED	0	2021-09-14 15:30:25.780	24.9s	8.8s	67.2%	14 MB	340.9 MB	1.1 MB	621.2 KB
89	39/2cc5e4	13159233	ame_run_shuffle (1051)	CACHED	0	2021-09-14 15:30:25.651	40s	27.5s	70.8%	17.7 MB	340.8 MB	1.5 MB	1.2 MB
110	59/a6d1bc	13159252	ame_run_shuffle (1071)	CACHED	0	2021-09-14 15:30:30.680	20s	7.1s	65.6%	13.6 MB	340.9 MB	1.1 MB	440.7 KB
97	b1/178a63	13159240	ame_run_shuffle (1059)	CACHED	0	2021-09-14 15:30:25.735	14.9s	1.8s	61.9%	12 MB	340.8 MB	643.3 KB	570.6 KB
100	a0/fc0738	13159243	ame_run_shuffle (1061)	CACHED	0	2021-09-14 15:30:25.769	24.9s	9.5s	67.3%	14.2 MB	340.8 MB	958.7 KB	831.3 KB
101	10/30aa92	13159239	ame_run_shuffle (1058)	CACHED	0	2021-09-14 15:30:25.723	14.9s	226ms	16.4%	0	0	475.9 KB	296.1 KB
109	34/2d6185	13159167	ame_run_shuffle (1070)	CACHED	0	2021-09-14 15:29:55.636	30s	9.3s	65.8%	13.6 MB	340.8 MB	934.9 KB	418.2 KB
106	98/c890e3	13159246	ame_run_shuffle (1064)	CACHED	0	2021-09-14 15:30:30.616	10s	209ms	18.9%	0	0	452.1 KB	283 KB
99	ba/689e0f	13159236	ame_run_shuffle (1055)	CACHED	0	2021-09-14 15:30:25.688	14.9s	230ms	16.8%	0	0	475.9 KB	295.8 KB
105	88/7d3245	13159248	ame_run_shuffle (1066)	CACHED	0	2021-09-14 15:30:30.640	15s	192ms	15.6%	0	0	451.9 KB	296.4 KB
107	31/23549d	13159249	ame_run_shuffle (1067)	CACHED	0	2021-09-14 15:30:30.651	15s	217ms	14.2%	0	0	452.1 KB	280.7 KB
111	e1/78a29e	13159253	ame_run_shuffle (1072)	CACHED	0	2021-09-14 15:30:30.690	24.9s	10.6s	69.2%	14.5 MB	340.9 MB	1.3 MB	690.5 KB
108	0e/18e89e	13159251	ame_run_shuffle (1069)	CACHED	0	2021-09-14 15:30:30.670	24.9s	13.1s	71.3%	17.1 MB	340.8 MB	1.4 MB	740.8 KB
115	54/17d9bd	13159258	ame_run_shuffle (1077)	CACHED	0	2021-09-14 15:30:30.749	14.9s	2.1s	57.4%	11.9 MB	340.8 MB	597.6 KB	408.3 KB
114	7f/14d405	13159257	ame_run_shuffle (1076)	CACHED	0	2021-09-14 15:30:30.735	14.9s	206ms	11.7%	0	0	430.3 KB	277.5 KB
113	83/5c7925	13159255	ame_run_shuffle (1074)	CACHED	0	2021-09-14 15:30:30.711	14.9s	184ms	12.3%	0	0	430.1 KB	278.9 KB
118	37/4ee690	13159262	ame_run_shuffle (1081)	CACHED	0	2021-09-14 15:30:30.795	44.8s	28.1s	70.7%	15.8 MB	340.9 MB	1.6 MB	2.3 MB
119	9d/08962d	13159254	ame_run_shuffle (1073)	CACHED	0	2021-09-14 15:30:30.701	14.9s	194ms	15.6%	0	0	430.3 KB	274.9 KB
121	6c/a067ae	13159260	ame_run_shuffle (1079)	CACHED	0	2021-09-14 15:30:30.771	19.9s	7.1s	65.2%	13.7 MB	340.8 MB	913.1 KB	454.2 KB
122	59/84af8c	13159263	ame_run_shuffle (1082)	CACHED	0	2021-09-14 15:30:30.805	14.9s	248ms	20.3%	0	0	723.7 KB	401.5 KB
125	34/4f9327	13159266	ame_run_shuffle (1085)	CACHED	0	2021-09-14 15:30:35.616	15s	387ms	22.9%	0	0	723.7 KB	399.1 KB
124	70/7fcf1f	13159265	ame_run_shuffle (1084)	CACHED	0	2021-09-14 15:30:30.827	14.9s	375ms	25.3%	0	0	723.5 KB	394.1 KB
123	88/2b2631	13159264	ame_run_shuffle (1083)	CACHED	0	2021-09-14 15:30:30.817	14.9s	354ms	22.5%	0	0	723.5 KB	391.4 KB
126	67/e7adbe	13159267	ame_run_shuffle (1086)	CACHED	0	2021-09-14 15:30:35.636	20s	5.1s	69.5%	13 MB	340.8 MB	891 KB	1.1 MB
129	46/595eb9	13159270	ame_run_shuffle (1089)	CACHED	0	2021-09-14 15:30:35.684	29.9s	17.4s	68.1%	15.1 MB	340.9 MB	1.3 MB	799.7 KB
130	bb/694201	13159272	ame_run_shuffle (1091)	CACHED	0	2021-09-14 15:30:35.704	14.9s	221ms	17.8%	0	0	476.9 KB	292.6 KB
127	0c/b37cd5	13159268	ame_run_shuffle (1087)	CACHED	0	2021-09-14 15:30:35.648	60s	48.9s	77.4%	18.8 MB	340.8 MB	1.7 MB	3.3 MB
131	5d/8bc53e	13159271	ame_run_shuffle (1090)	CACHED	0	2021-09-14 15:30:35.694	29.9s	16.6s	68.5%	14.9 MB	340.9 MB	1.4 MB	806.6 KB
133	e6/9bc308	13159275	ame_run_shuffle (1094)	CACHED	0	2021-09-14 15:30:35.739	14.9s	223ms	18.1%	0	0	476.9 KB	309 KB
135	66/21b786	13159276	ame_run_shuffle (1095)	CACHED	0	2021-09-14 15:30:35.749	14.9s	3s	63.3%	12 MB	340.8 MB	644.2 KB	548.3 KB
139	b5/4af143	13159281	ame_run_shuffle (1099)	CACHED	0	2021-09-14 15:30:40.617	20s	8.2s	68.7%	14.8 MB	340.9 MB	1.3 MB	786.9 KB
141	c8/e98317	13159284	ame_run_shuffle (1101)	CACHED	0	2021-09-14 15:30:40.650	10s	183ms	16.3%	0	0	432.6 KB	280.4 KB
143	48/76c1bf	13159286	ame_run_shuffle (1103)	CACHED	0	2021-09-14 15:30:40.671	10s	203ms	14.9%	0	0	432.9 KB	272.8 KB
116	1e/e50e59	13159259	ame_run_shuffle (1078)	CACHED	0	2021-09-14 15:30:30.761	29.8s	15.7s	69.5%	17.6 MB	340.8 MB	1.4 MB	783.5 KB
142	b0/dc3937	13159285	ame_run_shuffle (1102)	CACHED	0	2021-09-14 15:30:40.660	10s	175ms	12.3%	0	0	432.6 KB	282 KB
140	f2/b98a9b	13159282	ame_run_shuffle (1100)	CACHED	0	2021-09-14 15:30:40.630	10s	179ms	12.5%	0	0	432.9 KB	275.3 KB
132	cb/75ffa2	13159273	ame_run_shuffle (1092)	CACHED	0	2021-09-14 15:30:35.714	14.9s	219ms	14.6%	0	0	476.7 KB	292.5 KB
136	87/519161	13159277	ame_run_shuffle (1096)	CACHED	0	2021-09-14 15:30:35.759	39.9s	27s	69.1%	17.7 MB	340.8 MB	1.5 MB	1006.9 KB
147	d2/8e56cb	13159291	ame_run_shuffle (1109)	CACHED	0	2021-09-14 15:30:40.724	14.9s	177ms	16.5%	0	0	459.5 KB	289.1 KB
145	33/20b772	13159204	ame_run_shuffle (1107)	CACHED	0	2021-09-14 15:30:05.778	29.8s	6.5s	65.6%	13.7 MB	340.9 MB	1 MB	535.7 KB
146	12/6e4a20	13159290	ame_run_shuffle (1108)	CACHED	0	2021-09-14 15:30:40.712	29.9s	14.8s	67.8%	14.9 MB	340.9 MB	1.4 MB	702.5 KB
144	d8/c356bd	13159287	ame_run_shuffle (1104)	CACHED	0	2021-09-14 15:30:40.680	14.9s	2.1s	58.1%	11.6 MB	340.8 MB	600.2 KB	503.5 KB
128	b8/3e6c43	13159269	ame_run_shuffle (1088)	CACHED	0	2021-09-14 15:30:35.657	35s	20.9s	68.7%	15.3 MB	340.8 MB	1.2 MB	1.1 MB
148	0a/4e6ab0	13159289	ame_run_shuffle (1106)	CACHED	0	2021-09-14 15:30:40.702	19.9s	7.6s	66.7%	13.6 MB	340.8 MB	915.7 KB	494.8 KB
149	ee/2a67ff	13159292	ame_run_shuffle (1110)	CACHED	0	2021-09-14 15:30:40.734	14.9s	190ms	19.6%	0	0	459.3 KB	282.3 KB
153	81/13f1ee	13159295	ame_run_shuffle (1113)	CACHED	0	2021-09-14 15:30:40.773	14.9s	2.4s	65.6%	12.3 MB	340.8 MB	626.9 KB	493.8 KB
138	7f/62978d	13159279	ame_run_shuffle (1098)	CACHED	0	2021-09-14 15:30:35.779	24.8s	9.3s	67.3%	13.9 MB	340.9 MB	1.1 MB	356.4 KB
151	b3/994c80	13159293	ame_run_shuffle (1111)	CACHED	0	2021-09-14 15:30:40.746	14.9s	222ms	14.9%	0	0	459.3 KB	286.7 KB
156	f7/6ca22f	13159300	ame_run_shuffle (1118)	CACHED	0	2021-09-14 15:30:40.827	14.8s	208ms	10.8%	0	0	413.8 KB	265.1 KB
161	1d/402b8d	13159305	ame_run_shuffle (1123)	CACHED	0	2021-09-14 15:30:45.684	30s	20.2s	68.2%	17.2 MB	340.8 MB	1.4 MB	475.9 KB
163	81/aa13d6	13159306	ame_run_shuffle (1125)	CACHED	0	2021-09-14 15:30:45.699	19.9s	7.2s	65.2%	13.6 MB	340.9 MB	1 MB	302.4 KB
170	00/f27138	13159312	ame_run_shuffle (1132)	CACHED	0	2021-09-14 15:30:45.790	29.9s	19.4s	69.3%	17.1 MB	340.8 MB	1.4 MB	1.1 MB
152	00/4fe0af	13159294	ame_run_shuffle (1112)	CACHED	0	2021-09-14 15:30:40.762	14.9s	212ms	17.9%	0	0	459.5 KB	285.4 KB
167	a5/166368	13159310	ame_run_shuffle (1129)	CACHED	0	2021-09-14 15:30:45.757	14.9s	212ms	19.2%	0	0	448.8 KB	281.5 KB
173	99/2ba4f3	13159298	ame_run_shuffle (1116)	CACHED	0	2021-09-14 15:30:40.806	19.8s	7.6s	69.6%	14.1 MB	340.9 MB	1.1 MB	364.6 KB
168	af/b596a1	13159228	ame_run_shuffle (1130)	CACHED	0	2021-09-14 15:30:20.735	19.9s	185ms	16.3%	0	0	449 KB	282.7 KB
120	25/8167b1	13159261	ame_run_shuffle (1080)	CACHED	0	2021-09-14 15:30:30.786	19.9s	7s	64.4%	13.6 MB	340.9 MB	1 MB	357.6 KB
117	24/48aaf6	13159256	ame_run_shuffle (1075)	CACHED	0	2021-09-14 15:30:30.723	14.9s	200ms	15.9%	0	0	430.1 KB	273.1 KB
174	89/df1954	13159297	ame_run_shuffle (1115)	CACHED	0	2021-09-14 15:30:40.795	24.8s	10s	66.9%	13.5 MB	340.8 MB	942.3 KB	413.9 KB
172	2c/cdde8b	13159232	ame_run_shuffle (1134)	CACHED	0	2021-09-14 15:30:25.639	20s	6.1s	66.2%	13.8 MB	340.9 MB	1.1 MB	461.7 KB
171	43/bccd8d	13159313	ame_run_shuffle (1133)	CACHED	0	2021-09-14 15:30:45.801	19.8s	7.2s	66.7%	13.5 MB	340.8 MB	931.8 KB	476.7 KB
